pk,title,overview,release_date,poster_path,vote_average,popularity,key
518,북스 오브 블러드,과거 불미스러운 사건으로 정신병에 시달리던 제이미는 집에서 도망쳐 새로운 곳에서 정착하려 한다  잠시 민박집을 구하게 되는데 자신을 쫓는 사람과 여러 환영에 시달린다  그러다 민박집의 벽에서 미이라같은 사람들을 발견하고...  ​  백혈병으로 아들을 잃은 메리 박사는 죽은 자와 연결된다고 주장하는 사이먼을 만난다  그의 초자연적인 현상에 매료되어 자신의 죽은 아들과 연결해 주겠단 남자의 말을 믿고 같이 사업을 하려 한다  그러던 중 그가 술 주정으로 모든 것이 사기였음을 고백한다  사실을 알고 괴로워하던 그녀에게 죽은 아들이 나타나고...  ​  사채업자는 피의 책이 존재하며 그것이 큰 돈이 된다는 말에 얼마 전에 사고로 폐허가 된 마을로 향한다  그곳에 도착한 그는 동료도 잃고 우여곡절 끝에  피의 책을 찾지만 그의 죽음이 적혀있다는 것을 알고 도망친다  그가 멀리 도망친 곳은 민박집으로...  ​  사실 이 세 가지 이야기가 마지막 연결되고 슬픈 인과응보 같은 결론을 보여준다,2020-10-07,/bXLVZGgLgd7OwbfP6fC5GCfrxuD.jpg,6.5,24.793,vj3sRzcvCJc
519,타임 머신,"H.G. 웰즈의 소설로 너무나도 유명한 원작을 영화화한 SF 작품. 이미 탁월한 SF영화를 여러 편 발표하여 명성을 날리고 있던 미국의 조지 팰이 제작, 감독했다.  1900년 새해 초, 부유한 발명가 조지는 자신이 초대한 저녁 식사에 초췌한 모습으로 나타난다. 그 닷새 전 조지는 친구들에게 4차원의 세계와 시간 여행의 가능성에 대해 열변을 토했었다. 하지만 아무도 그 말을 믿어 주지 않는다. 친구들에게 외면당한 그날 밤 조지는 자신이 만든 타임머신을 타고 미래로의 여행을 떠난다. 여행 중 미래에서 절친한 친구 필비의 우정을 새삼 확인하게 되고 다양한 미래의 모습을 보게 된다. 수십만 년 후 인류의 미래가 그의 기대만큼 밝지 못함을 깨닫고 실망을 하게 된다.",1960-05-25,/cq2kBK4t0ADB3Nc83NQ16TZqCiM.jpg,7.4,19.725,5Z-WsACmRAs
520,혹성탈출 5 - 최후의 생존자,"2670년, 노예 반란군들의 지도자 시저가 이끄는 원숭이들과 살아남은 인간들은 서로 함께 공존하며 살아가는 평화로운 삶을 살아간다. 그러나 폭력적인 성향이 강한 고릴라 군대의 장군 알도는 이러한 평화를 깨고 반란을 노린다. 한편 시저는 맥도날드로부터 자신의 부모에 대한 기록이 남아있다는 말을 듣고, 그들의 흔적을 찾기 위해 원자력 방사능에 의해 폐허가 된 도시로 떠난다. 그러나 그들은 인간들에게 노출되고, 지하세계의 인간들은 두려움과 식량확보 및 쟁탈을 위해 전쟁을 벌이기로 한다. 시저는 간신히 그곳을 탈출하지만 인간들은 그들을 추적해 전쟁을 일으키는데...",1973-06-15,/dP5dYjLp5p2CG103cJMio4Nj29d.jpg,5.7,21.22,yg_cSD2VnE8
521,칠드런 오브 맨,"서기 2027년, 전 세계 모든 여성이 알 수 없는 이유로 임신기능을 상실한 종말의 시대. 세계 각지에서는 폭동과 테러가 비일비재하고 대부분의 국가가 무정부 상태로 무너져 내린 가운데, 유일하게 군대가 살아남은 국가 영국에는 불법이민자들이 넘쳐 난다. 한편, 아들이 죽은 후, 세상을 바꾸겠다는 의지 따위는 모두 잃어버린 남자 테오. 그의 앞에 20년 만에 나타난 전 부인 줄리안은 기적적으로 임신한 흑인 소녀 키를 그에게 부탁한다. 믿을 수 없는 기적을 눈 앞에서 마주한 테오. 그는 키가 안전하게 출산할 수 있도록 인간프로젝트를 성공시켜야만 하는데...",2006-09-22,/bIYqTLOtCXTivWaAbjWGEY8sVnG.jpg,7.6,25.266,rg3gXRViix4
522,기동전사 건담: 섬광의 하사웨이,"제2차 네오디온 전쟁(샤아의 반란) 이후 12년. U.C.0105 —— .  지구연방정부의 부패는 지구오염을 가속화시켜 강제로 민간인을 우주로 끌고 가는 비인도적 정책인 「사람 사냥」도 행해지고 있다.  그런 연방정부 고관을 암살하겠다는 가혹한 행위로 저항을 시작한 것이, 반지구연방정부운동 「마프티」. 리더의 이름은 마프티 나비유 에린. 그 정체는 일년전쟁을 싸운 연방군 대좌 브라이트 노아의 아들 「하사웨이」였다.  아무로 레이와 샤아 아즈나블의 이념과 이상, 의지를 담은 전사로서 길을 개척하려는 하사웨이지만 연방군 대좌 케네스 슬렉과 수수께끼의 미소녀 기기 안달루시아와의 만남이 그 운명을 크게 바꿔간다.",2021-06-11,/rZ0JtG3VUWYGuE7j5JlmCQlcssl.jpg,7.4,25.789,HZj6PTVtdAs
523,애들이 줄었어요,"극소로 줄어버린 아이들의 소동을 담은 이야기이다. 작아져버린 사람에 비하여 엄청나게 큰 주위의 물건들을 특수효과로 처리하여 재미를 안겨준다.  이상한 사람으로 불려지던 살린스키 교수는 오랜 실험 끝에 전자 자기 축소기를 발명한다. 그런데 다락방에서 놀던 에이미와 세 친구들은 실수로 아버지의 발명품에 의해 6mm로 줄어든다. 몸이 너무 작아진 이들은 청소하는 사이에 쓰레기와 함께 버려진다. 네 명의 꼬마들은 집으로 오려고 하지만 뒷마당은 이제 무시무시한 정글이 되어버렸다. 이들은 엄청나게 크게 느껴지는 벌, 개와 잔디깍는 기계 등을 피해 천신만고 끝에 집에 온다. 아버지의 식탁에까지 오른 이들은 겨우 아버지의 눈에 발견된다. 그러나 이들을 정상적인 크기로 만들 수 잇는 전자 자기 축소기는 이미 고장이 나버렸다.",1989-06-23,/yRJk5uTiqQ0IP48jKaegKusOUv3.jpg,6.3,24.113,_av5kqcMVm4
524,수어사이드 스쿼드: 헬 투 페이,태스크 포스 X팀이 파워풀하고 신비로운 물체를 훔치기위해 목숨을 건다.,2018-05-09,/7o0OQUf15v2m45gXluRUMTRC14h.jpg,7.1,20.762,l0FyWzZtI94
525,유니버셜 솔저: 그 두번째 임무,"연합군으로 참전해 죽음 직전까지 갔던 베트남 전에서 돌아와 유니버설 솔저로 다시 태어났던 록 데버록(Luc Deveraux: 쟝-끌로드 반담 분). 시간은 흘러 그는 이제 사랑하는 딸의 자상한 아버지로 한 가정의 가장이 되어있다. 현재 그는 민첩하며 기술적으로 우수한 엘리트 군사들로 구성된 강력한 부대 유니버설 솔저의 훈련 프로그램을 조정하는 기술전문가. 이 군사관련 기관에서 기술 고문으로 일하면서 다국적군 훈련 프로그램을 책임지고 있다. 순조롭게 진행되고 있던 다국적국 훈련 프로그램의 계획은 군대의 슈퍼 컴퓨터인 세쓰(S.E.T.H.: 마이클 제이 화이트 분)가 스스로 판단을 할 수 있는 능력을 가지게 되면서부터 문제가 발생한다. 컴퓨터로만 전쟁을 통제할 수 있는 엘리트 집단에서 록만이 실제 전쟁 매커니즘을 알고 이를 통솔할 수 있는 유일한 사람이라는 것을 알게 된 세쓰는 자신의 생존을 위해 록을 살해할 계획을 세운다. 록에게 접근해 그를 죽이려는 세쓰의 교묘한 계획의 첫 단계는 바로 록의 딸을 납치하는 것. 어떤 수를 써서라도 그를 죽이려는 이 유니버설 솔저 소대의 선두에는 인간같지 않은 거대한 로미오(Romeo: 빌 골드버그 분)가 있다. 컴퓨터의 지시에 복종하는 엘리트 전사군단인 유니버설 솔저들은 세쓰의 명령에 따라 록을 죽이기 위해 필사적이 되고 그의 주위는 온통 그를 죽이기 위해 안간힘을 쓰는 사람과 컴퓨터만이 도사리게 된다. 그를 도울 수 있는 유일한 사람은 자기 주장이 강하고 영리한, 특종을 위해서라면 물불을 안가리는 여기자 에린(Erin: 헤이디 샌즈 분)과 그의 동료로서 숱한 전투를 함께 했던 매기(Maggie: 키아나 톰 분)뿐. 인간과 인간의 싸움, 인간과 슈퍼 컴퓨터와의 싸움에서 록은 어떤 대가를 치루게 될지...",1999-08-05,/5y2h5YVAuW4OpzYmsLbRmHWxhb3.jpg,5.9,20.501,XuP9kxJI2sw
526,라이프포스,헬리 혜성 탐사팀인 영국 우주선 처칠호는 전라의 여자와 남자가 캡슐 속에 있는 것을 발견한다. 한편 처칠호가 증발하자 미국 콜럼비아 우주선이 처칠호를 발견하고 그 외계인의 시체를 지구로 가져오는데...,1985-06-21,/jECUJlSVhc89m2ZjGgacPU70WsZ.jpg,6.3,21.499,KdTFSALQY1A
527,크리미널,"CIA 에이전트 '빌'(라이언 레이놀즈)은 워싱턴, 베를린, 베이징을 폐허로 만들  반정부 테러조직의 배후를 추적하던 중 그들에게 쫓기게 된다.  테러를 막을 단서를 지키기 위해 CIA는  뇌과학 연구 권위자 ‘프랭크’(토미 리 존스)의 주도로 '빌'의 기억과 능력을  강력범으로 수감 중인 '제리코'(케빈 코스트너)에게 이식한다.  '빌'의 기억을 이식 받은 '제리코'는 마침내 테러를 막아내기 위한,  그리고 '빌'의 아내인 '질리언'(갤 가돗)을 지키기 위한 싸움을 결심한다.  6월, 대테러 액션이 시작된다!",2016-04-07,/a11bgxbnQFg16RWKULdsVNXu9j4.jpg,6.2,27.005,_QPoO019aMw
528,스타 트렉 5: 최후의 결전,"우주평화행성인 님부스 3 행성에서 반란이 일어나고, 행성에 있던 연방정부 대표와 클링온과 로물란의 영사가 인질로 잡힌다. 이 소식을 전해들은 연방정부는 즉각 엔터프라이즈호에 출격을 명한다.  요세미티 국립공원에서 상륙휴가를 즐기던 커크 선장(윌리엄 샤트너 분) 일행은 명령을 접하자마자 님부스 3 행성으로 향한다.  테러범으로 위장한 승무원들이 전투를 치르며 인질들을 구출할 찰나, 테러 주동자인 사이보그에게 세뇌당한 인질들이 오히려 커크 선장 일행을 볼모로 잡는다. 인간의 근원적인 고통을 치유해준다며 사람들을 세뇌한 사이보그는 볼칸족인 스팍(레너드 니모이 분)의 이복형이었다. 볼칸족의 신앙을 부정하고 혼자만의 독특한 철학을 주창하다.  님부스 3 행성에 유배되었던 사이보그는 신과 우주의 진리가 존재하는 신비의 행성 사카리로 가기위해 반란을 주도한 것이었다.  엔터프라이즈호를 점거하고 승무원들을 세뇌시킨 사이보그는 우주의 중심으로 가기위해 아무도 넘어보지 못한 대방벽으로 전속 항해한다.  과연 커크 선장은 엔터프라이즈호를 위기에서 구출할 수 있을 것인가?",1989-06-09,/71YocT3lTRVpippznEMThfFoQcx.jpg,5.7,22.495,6dxp_4bB2sA
529,간츠 : 퍼펙트 앤서,"소꿉친구인 쿠로노와 카토는 전차에 치여 죽은 후 ‘간츠’의 세계로 소환된다. ‘간츠’의 명령에 따라 적을 해치우는 싸움을 시작하는 그들. 하지만 싸움 도중 카토가 목숨을 잃게 되고, 그를 되살리기 위해 쿠로노는 100점을 얻기 위한 싸움에 몰두한다. 그러던 어느 날 죽은 카토가 갑작스럽게 부활해 모두 앞에 모습을 드러내고, 수상한 일들이 벌어지기 시작한다. 무너지기 시작한 ‘간츠’의 세계! 소중한 사람을 지키고 스스로의 신념을 지키기 위해 쿠로노는 마지막 선택을 하는데…",2011-04-23,/5VzIIwxUlYr2AyhKf3p7qfSShCR.jpg,6.8,24.742,bcSThPonFgs
530,스푸트닉,"1983년. 우주궤도를 돌던 오르비타-4호가 원인불명의 사고로 지구에 불시착한다. 국가는 사고의 원인을 규명하기 위해 유일한 생존자인 우주비행사를 조사한다. 이상하리만큼 빠른 회복 속도와 안정세, 모든 것이 의심스러운 가운데 보다 정밀한 조사를 위해 뇌전문의 클리모바가 연구소로 향하고 알 수 없는 새로운 현상들을 발견하게 되는데… 유일한 생존자, 그리고 함께 귀환한 그것, 예상치 못한 최악의 시나리오! 전쟁이 시작된다!",2020-09-08,/vFxtfSPoVXD9KfmJLKnGj1EJjcz.jpg,6.5,26.754,MgmM3R50KGo
531,내 차 봤냐?,"우둔하고 어설프기 짝이 없는 단짝 제시와 체스터는 늦잠을 자고 일어나 보니 집에는 모르는 사람이 아무 곳에나 실례를 해 놓고, 냉장고에는 1년을 먹고도 남을 푸딩으로만 가득 차 있다. 그러나 더 큰 문제는 그들의 자동차가 없어졌는데 간밤에 무슨 일이 있었는지 전혀 기억하지 못하는 두 사람은 차를 어디에 두었는지 알지 못한다. 무작정 차를 찾아 나서지만 그들에게 있는 단서는 단 하나로 주머니 속 성냥갑에 적힌 `Kitty Kat Strip Club`이라는 글씨.그곳으로 향한 제시와 체스터는 클럽의 모든사람들이 그들을 반기고 환상적인 무대에 빠져든다. 그러나 그곳에서 만난 여장남자는 제시에게 돈가방을 내놓으라며 위협하고, 그를 피해 다시 밖으로 나와 여자친구인 쌍둥이 자매의 집으로 간다. 청소를 도와주려다 오히려 집안을 엉망으로 만들고 다시 쫓겨난 이 둘은 거리에서 이상한 단체에 가입되어 괴한들에게 납치되었다 풀려나고 겨우 진정하지만 이번엔 늘씬한 외계인들이 나타나는데...",2000-12-15,/tc6sLnnaOZk08YndHd53aPlUast.jpg,5.5,20.734,d1wuijgeaaY
532,큐브,"정체를 알 수 없는 폐쇄된 공간, 왜 이런 폐쇄된 공간에 있는지 갇히게 되었는지도 모르는 여섯 사람이 주인공이다. 경찰관인 쿠엔틴, 수학 전공 학생 리븐, 자폐증이 있는 카잔, 탈옥 전문가 렌, 여의사 할로웨이, 그리고 이 미로와 자신과의 관계를 이야기하지 않으려는 남자 워스, 이들에게 주어진 과제는 어떻게 살아서 이 곳을 빠져 나갈 것인가 하는 것이다.  이 큐브들 안은 무수한 함정과 장치들이 있어서 미로를 빠져 나가려는 사람들을 죽게 한다. 뿐만 아니라 이 큐브의 외형을 설계한 주인공조차 누가 그리고 왜 이런 공간을 만들었는지조차 모른다. 절망한 그들 사이에서 리븐은 큐브 입구마다 새겨진 번호들의 공통점, 곧 솟수의 법칙을 발견한다. 그러나 그들이 솟수의 법칙에 따라 결국 도착한 곳은 그들이 처음으로 만났던 큐브이다.  왜 이런 일이 생겼는가 생각하던 그들은 큐브는 움직이고 있었다는 사실을 그제서야 깨닫는다. 17,576개의 큐브가 서서히 그 모습을 드러낸다. 더 이상 어떻게 해야 할 지 모르는 순간, 자폐증 증상으로 일행을 위험에 빠뜨리던 카잔이 큐브에 감추어진 마지막 단서를 발견한다.",1997-09-09,/yujDqfqJl4JExMjQpFNGZHayJD2.jpg,6.8,19.432,HYoTGYT0-I4
533,저스티스 리그: 아틀란티스의 왕좌,스릴 넘치는 애니메이션 '저스티스 리그: 워'의 속편. 저스티스 리그에서 가 장 수수께끼 같은 영웅 아쿠아맨의 기원을 다룬다. 어린 아서 커리는 자신이 아틀란티스 왕국의 왕위 계승자라는 사실을 까맣게 모르고 있다. 인간 아버지의 죽음에 대처하려고 노력하는 혼란스럽고 상심한 외톨이일 뿐. 그의 태생을 알게 되면서 아서는 힘든 결정을 내려야 한다. 망설일 시간은 얼마 없다. 아틀란티스인들은 육지세계와 전쟁을 확대하려 하고 저스티스 리그에 합류 해야만 글로벌 재앙을 막을 수 있다. 아서는 마침내 아쿠아맨으로서 자신의 운명을 받아들이는데...,2015-01-27,/wjD6lr6vi9DIwwyDZaOjGpIbulu.jpg,7,21.235,EIhWIAHov6U
534,갤럭시 퀘스트,"20년전 최고의 인기를 누리며 성대한 막을 내렸던 드라마 갤럭시 퀘스트의 대원들은 제복을 입고 싸인을 해주며 옛 추억에 사로잡혀 있다. 이 시리즈물을 역사 다큐멘타리라고 믿어버린 한 외계족들. 그들은 자신들에게 닥친 위험을 해결할 사람들은 바로 갤럭시 퀘스트 대원들 밖에는 없다고 믿는다. 단번에 지구로 온 순진한 외계인들은 피터 퀸시 태거트 사령관과 접촉을 시도한다. 제이슨 네스미스(피터 퀸시 태거트 사령관)와 그의 대원들은 이를 새로운 SF 시리즈물의 캐스팅 제의라고 생각하고 순순히 외계인들을 따라간다. 그런데 그들이 도착한 곳은 실제 우주. 세트도 연기도 아닌 정말 우주였다. 상황을 즐기기로 한 대원들!!! 자신들을 영웅시하는 외계인들 앞에서 갤럭시 퀘스트인 척 한다. 그런데 순간, 이 순진한 외계인들이 가지고 있는 '오메가 13' 이라는 알 수 없는 무기를 빼앗으러 온 악당 새리스와 마주치게 된다. 그들은 악당 새리스의 무시무시한 위력에 놀라 도망치려 하지만 이미 때는 늦었는데...",1999-12-25,/fZXSwgZknp81vmciTb86rw0MejV.jpg,7.1,21.026,rzwJgFhMbL4
535,바이센테니얼 맨,"2005년 뉴저지, 리처드는 가족을 깜짝 놀라게 해줄 선물로 가전제품을 구입한다. 설거지, 청소, 요리, 정원손질 등의 집안일 뿐 아니라 아이들과 함께 놀아줄 장난감으로도 쓰일 수 있는 제품은 바로 가사로봇이다. 로봇 '앤드류(로빈 윌리엄스)'는 리처드를 주인님으로, 자아도취에 빠진 그의 아내를 마님으로 부르며 공손하고 부지런히 소임을 다한다. 그런데 앤드류는, 로봇를 만들던 엔지니어가 샌드위치를 먹다가 마요네즈 한 방울을 로봇의 복잡한 회로 위에다 떨어뜨린 일로 인해 지능과 호기심을 지니게 된다. 어느 날 앤드류가 만든 나무 조각상을 보고 로봇의 인간적인 재능을 발견한 리처드는 그를 마치 친아들처럼 여기게 된다. 그리고 로봇 제조회사에서 그를 불량품으로 간주, 연구용으로 분해하기 위해 리처드에게 끊임없이는 반환을 요구하지만 오히려 앤드류를 보호한다.",1999-12-17,/hlSIEuiI5hAUyLhawj47tECUQEW.jpg,7.2,27.755,NRFxf-2J1GM
536,더 패신저,각자의 목적을 위해 카풀 여행을 시작한 세 명의 승객 . 지름길로 향한 숲길에서 한 여성과 교통사고가 발생한다. 사고로 쓰러진 여성을 간호하며 병원으로 이송하자는 여행객들. 운전자인 블라스코는 함께 가는 것을 극구 만류하지만 결국 동행하게 되고 그녀 곁에 앉아있던 사람들은 무섭게 변해가는데… 과연 그들은 무사히 목적지에 도달할 수 있을까?,2022-06-03,/5VpOgxeaJraVXyeae0K52pNgf2R.jpg,5.8,16.345,ldSbEpwQIdE
537,토와노쿠온 제01장 「물거품의 꽃잎」,"2050년 도쿄에서는 베스티아라 불리는 특수능력에 눈 뜬 소년소녀들이 속속히 발견된다. 자신들의 능력을 이기지 못하고 폭주해버리는 베스티아들. 그들을 남몰래 진압하기 위해 사이보그 부대 쿠스토스가 암암리에 활약한다. 어느날 밤, 베스티아 소년이 쿠스토스에 쫓기다 잡힌다. 그 때 짐승같이 생긴 베스티아가 나타나 깊은 상처를 입으면서도 소년을 데리고 가는데 그것은 인사니아 라고 불리는, 쿠스토스가 노리고 있는 수수께끼의 베스티아였다. 다음날 아침, 베스티아 소년인 유마는 눈을 뜬 곳은 베스티아가 된 소년소녀가 모이는 장소인 판타지아 가든이였고, 그 곳에서 유마는 쿠온이라 불리는 소년과 만나는데..",2011-06-17,/2gYd3aByalnGqX4f8JmvVylXNm2.jpg,6.3,22.829,
538,해프닝,"원인을 알 수 없는 미스터리 현상들이 뉴욕의 곳곳에서 발생되고, 사람들이 계속해서 스스로 목숨을 끊는 사태가 벌어진다. 이러한 엄청난 사태가 속출되자 모든 학교들이 임시 휴교에 돌입하고 뉴욕에는 대피령이 내려진다. 고등학교 과학 선생님인 엘리엇(마크 윌버그)은 정체 불명의 미스터리 현상들로부터 도망치기 위해 부인 알마(주이 디샤넬)와 수학 선생님 줄리앙(존 레귀자모), 그리고 그의 8살난 딸 제스(에슐린 산체스)와 함께 기차를 타고 펜실베니아의 시골로 향한다. 그러나 이 끔찍한 사건들은 뉴욕 뿐만 아니라 필라델피아, 뉴잉글랜드, 메사추세츠, 메릴란드를 시작으로 전 세계로 확산되고, 기차 안 사람들의 공포와 불안감 또한 극도로 커져만 간다. 그러던 중 갑자기 기차의 모든 시스템이 중단되고, 세상 모두와 연락이 끊긴 것을 알아챈 엘리엇은 어느 누구도, 어느 곳도 안전하지 못하다는 것을 깨닫게 된다. 과연 이들이 두려워 하는 것은 무엇인가? 인류는 이러한 극한 상황에서 벗어날 수 있을 것인가?",2008-06-11,/aGlJJxyVs4jeCAppE8jTuCOuki5.jpg,5.4,21.456,TIQ21m1Ks08
539,데이브레이커스,"서기 2019년, 정체 불명의 전염병으로 인해 인류의 대부분은 뱀파이어로 변한다. 소수의 남은 인류는 인간을 사냥하는 뱀파이어를 피해 지하에 숨게 되고, 인간이 점차 사라지자 뱀파이어 세계에서도 위기감이 감돈다. 인간의 피를 거부하며 살아가는 '블러드 뱅크'의 연구원 에드워드 달튼(에단 호크)은 인간과 뱀파이어가 공존하며 살 수 있는 대체제를 발견하려 노력하지만 그 희망은 점차 사라져 간다. 그러던 어느 날, 그의 앞에 인류생존의 키를 쥐고 있는 라이오넬(윌렘 데포)과 그의 일당이 나타난다. 그들은 에드워드에게 모든 것을 버리고 자신들과 함께 할 것을 제의하고, 이제 에드워드는 자신과 인류의 생존 앞에 모든 것을 버리고 중대한 결정을 내려야 하는데...",2009-10-01,/ffnkqV0ZVyGMrDyecRuW7KbifJa.jpg,6.3,24.905,7ORxxsdc764
540,지그라 불린 사나이,"좀도둑에게 비상한 초능력이 생겼다. 어둠의 세계를 호령하는 괴수, 혹은 사랑하는 여인이 고대하던 강철 영웅. 과연 그는 어떤 미래를 선택할 것인가?",2016-02-25,/iAmZDtW9zxGNdpVN5W7diN2trsQ.jpg,7.4,20.456,AY1Ws1_r_X0
541,포켓몬스터 DP 극장판 - 디아루가 VS 펄기아 VS 다크라이,"포켓몬 콘테스트를 위해 아라모스 마을을 찾은 지우, 빛나, 웅.  그런데 그곳에서 전설의 포켓몬 디아루가와 펄기아의 배틀이 벌어지고,  어떤 이유인지 환상의 포켓몬 다크라이까지 합세하게 된다. 지우와 피카츄, 그리고 그곳에 있던 모든 포켓몬들은  유례없는 대결로 위험에 빠진 아라모스를 지키려 하고,  그 과정에서 사상 최대의 포켓몬 대전투의 막이 열리게 되는데…",2007-07-14,/oyadBbsX22mfoa7ChTu5gAdMjDI.jpg,6.9,22.902,koKPESdDzYU
542,레벨 16,"10대의 소녀들로 이루어진 기숙사 학교 ‘베스탈리스’ 좋은 집안으로 입양을 가기 위해 기숙사의 소녀들은 끊임없이 복종, 충성심, 인내, 청결을 강요하는 수업을 받게 된다.  하지만 기숙사 소녀 중 ‘비비안’은 이 곳에 목적이 입양이 아닌 또 다른 음모가 있게 됨을 알게 되는데...",2018-02-20,/irD0v3QSH7Zm22dl8OORiTv997A.jpg,6.8,23.707,Eg9IkK2GYbY
543,트랜스포머 3,"시카고 도심 한복판, 정체 불명의 푸른 빛이 하늘을 향해 쏘아 올려진다.빛은 오랜 시간 동안 달의 어둠 속에 잠들어 있던 디셉티콘 군단을 깨우게 되고,순식간에 시카고를 점령한 디셉티콘 군단의 무차별 공격으로 인해 도시는 초토화된다.오토봇의 수장 옵티머스 프라임은 디셉티콘의 도심 공격이 40년 전 인류의 달 착륙과 관련이 있다는 것을 알아내고,다시 한번 우주의 운명을 건 최후의 전면전에 나서는데…  수천년을 끌어온 오토봇 VS 디셉티콘의 전쟁. 그 최후의 전투가 지금 시작된다!",2011-06-28,/wVwFn3I4DPH377ygzN4maXUc4SK.jpg,6.2,19.449,NgvxDZJd8iQ
544,캡티브 스테이트,"외계 세력이 지구를 침공한 지 10년 후, 모든 시스템을 점령한 그들은 인간에게 버그를 삽입하여 통제한다. 외계 세력에 협력하며 반란군을 색출하던 특수 경찰 ‘윌리엄 멀리건’은 저항 세력의 리더 ‘라파엘’의 동생 ‘가브리엘’을 감시하던 중 외계 정부를 전복시키려는 대규모 반란의 낌새를 알아채 게 되는데…",2019-03-15,/5dOc88F12NPLEDcj7M62dF9JfyX.jpg,5.6,27.373,orTNjIciREM
545,옥자,"강원도 산골 소녀 미자에게 옥자는 10년 간 함께 자란 둘도 없는 친구이자 소중한 가족. 어느 날 글로벌 기업 미란도가 나타나 갑자기 옥자를 뉴욕으로 끌고 가고, 할아버지의 만류에도 미자는 옥자를 구하기 위해 위험천만한 여정에 나선다. 옥자를 활용한 슈퍼돼지 프로젝트를 추진 중인 미란도 코퍼레이션의 CEO 루시, 옥자를 이용해 제2의 전성기를 꿈꾸는 동물학자 죠니, 옥자를 앞세워 또 다른 작전을 수행하려는 비밀 동물 보호 단체 ALF까지 각자의 이권을 둘러싸고 옥자를 차지하려는 세상에 맞서는 미자의 여정은 더욱 험난해져 간다.",2017-06-28,/miHNA5DcheO7ax2qon9CmC7qa9j.jpg,7.4,24.839,eOdMVj1mnHE
546,배트맨: 배드 블러드,"배트맨이 파이어플라이, 터스크, 그리고 킬러 모스와 맞서게 되면서 고담 시티의 밤하늘은 불길에 휩싸인다. 마침내 연기가 가라 앉을 때, 배트맨은 실종되고 오직 미스터리에 휩싸인 배트우먼만이 사건의 유일한 목격자가 된다. 도시는 위기에 처하고 배트 시그널에 대한 대답은 들려오지 않는 지금, 나이트윙과 로빈은 배트우먼, 그리고 새로운 인물 배트윙과 함께 연대를 맺게 된다. 그들은 마인드 컨트롤과 괴물 같은 빌런 헤레틱이 관계된 사악한 비밀을 밝히기 위해 싸우게 된다.",2016-08-04,/1UmPJWfaivtNjsScJqcsbsQRGNY.jpg,7.2,21.137,wqZsIqrbnvI
547,리스타트,"늘 똑같은 아침 7시가 되면 일어나 정체모를 킬러들과 숨막히는 추격전을 벌여야하는 남자 '로이'.  무한 타임루프 속에서 매일 죽고 살기를 반복하다 불현듯 그의 숨겨진 액션 본능이 눈을 뜨게 되는데...  145번째 아침, 오늘부턴 내가 킬러가 된다!",2021-02-19,/3XgBdc3P3b8QLFD7HCBYyKTDNi3.jpg,6.9,24.451,4N_OZFkiqyY
548,협곡의 실종,한 소년이 동생을 찾으러 집 옆 숲으로 갔다가 그만 구덩이에 빠지면서 정신을 잃게 되고 잠시 뒤 깨어나게 된다. 잠깐의 시간이 흘렀다고 생각한 소년은 아무렇지 않게 일어나 집으로 돌아갔지만 부모님과 동생은 없고 다른 사람이 살고 있다. 경찰에 의해 과거 실종신고 접수가 된 아이가 자신이고 또한 몇 년의 시간이 흘렀다는 걸 깨닫는 소년. 어렵게 부모님을 찾게 되지만 이미 늙어버린 부모님과 어른이 되어버린 동생. 게다가 현 과학자들의 실험의 대상이 되어버린 소년은 과거로 돌아가기 위해 우주선을 타게 된다. 과연 소년은 무사히 과거로 돌아갈 수 있을까?,1986-07-30,/tdRgQWMximj0tL6OWu9kRTtePmI.jpg,6.9,23.179,gVebPEYiq2o
549,페이지마스터,"리처드 타일러(맥컬리 컬킨)는 겁많은 10세 소년이다. 어찌나 소심한 겁쟁이인지 가족들도 걱정하고 이웃에 사는 친구들과 사이좋게 지내지도 못한다. 어느날 리처드는 아버지(에드 베글리 주니어)의 심부름을 갔다가 갑작스런 소나기를 만난다. 비를 피해 마을 도서관을 찾아들어간 리처드는 거기서 독서의 모험을 권하는 괴상한 할아버지 미스터 듀이(크리스토퍼 로이드)를 만난다. 하지만 원체 '모험'의 '모' 자만 들어도 기겁하는 소년 리처드는 어서 집으로 돌아가기만을 바랄 뿐이다. 비상구 쪽으로 나가다가 도서관 원형 천정에서 떨어지는 책 속의 물감에 맞고 정신을 잃는다. 정신을 차렸을 때는 자신이 이미 도서관의 움직이는 세계 속에 만화 캐릭터로 변했음을 발견한다. 이때부터 리처드는 다양한 모험과 환상 속의 여행, 그리고 자신의 겁쟁이 기질을 딛고 공포의 세계를 헤쳐나가야만 한다. 그래서 책의 각 장마다 페이지 마스터가 나타나 리처드를 도와준다. 즉 '모험 Adventure'의 페이지 마스터(패트릭 스튜어트), '환상 Fantasy'의 페이지 마스터(우피 골드버그), '공포와 용 Horror and Dragon'의 페이지 마스터(프랭크 웰커)가 등장해서 리처드가 책 속의 애니메이션 세계를 헤쳐나가도록 돕는 것이다.",1994-11-23,/xr47hHZR46C1GOOe5NpPLFZGVAq.jpg,6.4,21.425,wEiJecKrFBw
